Job Nature,Position Level,Job Category,Qualification,Salary,Company,Title,Description
Permanent,Experienced,0.0,"'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,United Overseas Bank Ltd (UOB),"AVP/MGR, Product Management, Business Management, Global Markets",[]
Permanent,Experienced,"

Consumer Services, 
    
Customer Service, 
    
General Marketing, 
    
Sales Support/Coordination

","Diploma, Bachelor's / Honours, Masters / PhD",0.0,LASALLE College of the Arts,Senior Executive (Student Recruitment),"['The Student Recruitment team plays a key role in raising awareness and creating interest for LASALLE’s wide range of diplomas and degrees programmes. Reporting to the Director, Division of Admissions and Assistant Manager (Student Recruitment), your responsibilities include but are not limited to the following:\n\n', '\xa0', 'Requirements:', '\xa0', 'Please submit your letter of interest, current curriculum vitae and any relevant supporting materials, indicating current and expected salary and enclosing a recent passport-sized photograph, by e-mail to: [Click Here to Email Your Resume] before closing date 31 July 2018 or in writing (stating clearly the position applied on the envelope) to: ', '\xa0', 'Director - Division of Human Resources', 'LASALLE College of the Arts', '1 McNally Street, Singapore 187940', '\xa0', 'Information on the Institution and the positions advertised above can be found at www.lasalle.edu.sg ', '\xa0', '\xa0']"
Contract,"Experienced, Manager","

Brand/Product Management, 
    
Business Development, 
    
Corporate Communications/Public Relations, 
    
General Marketing

","Bachelor's / Honours, Masters / PhD",0.0,TODAY'S CAREER,Senior Executive (Market Research/ Corporate Development) (CJY 040713),[]
Permanent,"Entry Level, Experienced","

Brand/Product Management, 
    
Consumer Services, 
    
Customer Service

","Diploma, Bachelor's / Honours",0.0,Kopitiam Investment Pte Ltd,Service Quality Executive,"['', '', 'Service Quality Executive Job Description', '\xa0', 'You will handle customers’ feedback, conduct outlet inspection and guide respective outlet managers to improve the standard of service. You will document and respond to all feedback in a timely manner. You must be able to converse confidently with customers to exude a caring and outgoing attitude and ensure prompt service recovery and problem resolution is done.', '\xa0', 'Responsibilities:', '\xa0', 'Customer Service', '\xa0', '\xa0', 'Service Quality', '\xa0', '\xa0', 'Requirements:', '\xa0']"
Contract,"Experienced, Manager","

IT-Administration, 
    
IT-Management, 
    
IT-Software/Development, 
    
Multimedia/Web

","Diploma, Bachelor's / Honours",0.0,Council for Third Age,"Manager/Assistant Manager, (Web/Portal)","['Candidate will be part of the C3A’s Communications team responsible for C3A’s portal and application, National Silver Academy (NSA) website, as well as various campaign and event microsites. The candidate will develop, maintain and also manage contents of these websites. Key tasks include but not limited to:', 'Job Requirements ', 'Ideal candidate must have good time management and follow up, attention to details, willing to learn and be able to manage multiple tasks under pressure with a “can-do"" attitude.', 'Candidates with less experience will be considered for the position of Assistant Manager.', 'Please send us your application and a cover letter with the following details to [Click Here to Email Your Resume]"">[Click Here to Email Your Resume]  ', '\xa0(Only shortlisted candidates will be notified for an interview) ', 'For more information on Council for Third Age, visit www.c3a.org.sg ']"
0.0,0.0,"

IT-Hardware, 
    
IT-Administration, 
    
IT-Management, 
    
IT-Software/Development

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Marina Bay Sands Pte Ltd,Senior Developer,"['Job Responsibilities', 'Job Requirements']"
Permanent,Entry Level,"

IT-Hardware, 
    
IT-Administration, 
    
IT-Management, 
    
IT-Software/Development, 
    
Product Development/Management

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Micron Semiconductor Asia,IT - SENIOR BIG DATA ENGINEER,"['', 'Req. ID: 121428\xa0', 'Responsibilities:', 'Requirements:']"
Permanent,Experienced,"

IT-Software/Development

",Diploma,0.0,Infoware Singapore Pte.Ltd.,Senior Analyst Programmer (.NET C#),"['', '', ' Infoware Systems (S) Pte Ltd\n\n ', '', ' Infoware is a software & IT service company group focusing on system design, business application development and implementation, as well as provision of IT services and support. Our client base includes global, regional, local retailers and traders, and our Retail, Wholesales, Trading, CRM and ERP application software and professional services help them streamline and optimize their business and IS & IT operations in Asia Pacific region and other regions worldwide. ', '', ' To cope with our continuous expansion, we seek highly motivated and innovative technical professionals to join our teams, dedicating our technologies, knowledge and skills to render solutions and services that help our clients meet their challenging business and technology needs. ', '', ' \nPosition: Senior Analyst Programmer (.NET C#) ', '', ' \n\xa0Job Nature: ', ' \xa0- Conduct user requirements study and gap analysis ', ' \xa0- Work out system and database design as well as program specifications ', ' \xa0- Develop and maintain web-based business application running on .NET Framework ', ' \xa0- Conduct unit testing, system integration testing, data cleansing & migration and application\xa0 \xa0 \xa0 \xa0deployment. ', ' \xa0- Prepare system, technical and user documentation ', ' \xa0- Render support service and troubleshooting for end users in application operation\n\n', ' Requirements: ', ' \xa0- Diploma holder or above in Computer Science, IT, Software Engineering or equivalent ', ' \xa0- With proven working experience in web-based application development, testing and deployment ', ' \xa0- Solid technical knowledge and skills in .NET framework, IIS, Microsoft SQL Server and ASP.NET\xa0 development ', ' \xa0- Proficiency in .NET programming using C#, LINQ and SQL ', ' \xa0- Familiar with Microsoft Web Forms or MVC framework ', ' \xa0- Hands on programming experience to develop applications supporting cross browsers  ', ' \xa0- Self-motivated with strong sense of responsibility and able to work in a team or independently ', ' \xa0- Good problem solving, communication and interpersonal skills ', ' \xa0- Candidates with less working experience can apply for Analyst Programmer or Programmer.\n\n ', '', ' Interested parties please email detailed resume with expected salary to [Click Here to Email Your Resume] ', '']"
Contract,"Entry Level, Experienced","

Brand/Product Management, 
    
Business Development, 
    
Events Management, 
    
General Marketing

","Bachelor's / Honours, Masters / PhD",0.0,TODAY'S CAREER,"Senior Executive, Corporate Business Development/ Marcom (Local Uni./ 5 days) (CJY 100629)",[]
Permanent,"Entry Level, Experienced","

Account Management, 
    
Pharmaceutical, 
    
Procurement/Purchasing, 
    
Sales Support/Coordination

","Diploma, Bachelor's / Honours","

        3,000 SGD - 4,000 SGD / Month
      
      
",JD Talent Consulting,Business Support Executive (Pharmaceutical Industry),"['Client:\xa0', 'Our client is a strong research-based specialty Pharmaceutical company with global presence in more than 100 countries.\xa0', '\xa0', 'Opportunity:\xa0', 'The Business Support Executive would support the Singapore Sales team in all daily sales-related functions as well as provide secretarial and administrative support to the Singapore team.\xa0\xa0', '\xa0', 'Responsibilities:\xa0', '\xa0', '\xa0\xa0', 'Ideal Candidate:', '\xa0', 'How to Apply:', 'If you are interested in this opportunity, please email your updated résumé (in MS Word format) to:']"
0.0,0.0,0.0,"'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Marina Bay Sands Pte Ltd,"Associate Analyst/Analyst, Gaming Analytics","['Contribute to the Revenue Optimization department in its goal to maximize profit revenue by performing the following:', 'JOB REQUIREMENTS']"
Permanent,Experienced,"

IT-Software/Development

",Bachelor's / Honours,"

        5,500 SGD - 7,500 SGD / Year
      
      
",Optimum Solutions (S) Pte Ltd,"Software Engineer, Full Stack (Node.JS, Python and REACT)",[]
"Permanent, Part Time","Experienced, Manager","

Account Management, 
    
Call Centre, 
    
Business Development, 
    
Customer Service

","Diploma, Bachelor's / Honours","

        2,000 SGD - 3,500 SGD / Month
      
      
",Pulley Ascent (Asia) Private Limited,Business Development Exceutive,"['As a Business Development Executive, you will be fully responsible for the implementation and execution of multiple demand generation programs for our clients. Successful executives will progress from the foundation level to professional and advanced levels. They will have the opportunity to become team leader and possibly have a promotion within 24 to 36 months.', '\xa0', 'This is great opportunity to learn new skills and grow your sales and marketing career. We will provide you with our specifically designed Certified Business Development Program that will help you acquire the necessary skills and knowledge to succeed in your role.', '\xa0', 'The ideal candidate has a positive team spirit, strives for continual personal and professional growth, and is committed to both their success and the success of the organisation.', '\xa0', 'The Job', '\xa0', 'What We Offer', 'Job Requirements']"
Permanent,Entry Level,"

IT-Hardware, 
    
IT-Administration, 
    
IT-Management, 
    
IT-Software/Development, 
    
Product Development/Management

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Micron Semiconductor Asia,MCT MQE Fault Detection/Data Engineer,"['', 'Req. ID: 112604\xa0', 'Job Description ', 'As an FDC Engineer at Micron Technology, Inc., you will responsible for, but not limited to, developing/improving/maintaining Fault Detection and Classification strategies at our manufacturing facilities across Backend Operation, understanding system dependencies, project planning, engaging in cost reduction efforts, and actively participating in Environmental, Health, Safety and Security procedures. You will work with Manufacturing Central Team (MCT) Engineering and Backend Site Quality teams to provide direction and assistance with FD functions.\xa0 You will help to coordinate and implement FD control systems across multiple international facilities with the aim at reducing overall product & process variation which will result in higher process margins, increased yield and reliability with lower costs.\n It is highly desirable if the applicant has experience in using machine learning and statistical techniques to create state-of-the-art data products (decision support and decision automation data systems), utilizing extensive and diverse Big Data sets from our manufacturing teams.', 'Responsibilities and Tasks (include, but not limited to):', 'Qualifications:', '', '', 'Program Management:', 'Communication:\xa0 ', 'Education ', 'Required', 'Experience ', 'Required', 'Workplace ', 'Travel Required?', 'Travel Details', 'Travel Frequency', 'Travel Duration', 'Travel Type', 'International', 'Hiring Managers: Tony LAI', 'GJS: E3-E4', 'Site: Fab10', ""\n We recruit, hire, train, promote, discipline and provide other conditions of employment without regard to a person's race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity and expression, pregnancy, veteran’s status, or other classifications protected under law. \xa0This includes providing reasonable accommodation for team members' disabilities or religious beliefs and practices."", '\n Each manager, supervisor and team member is responsible for carrying out this policy. The EEO Administrator in Human Resources is responsible for administration of this policy. The administrator will monitor compliance and is available to answer any questions on EEO matters.', '\n To request assistance with the application process, please contact Micron’s Human Resources Department at 1-800-336-8918 (or 208-368-4748).', '\n Keywords: \xa0Singapore || North West (SG-03) || Singapore (SG) || Backend Manufacturing || Experienced || Regular || Engineering || #LI-LY1 ||\n \xa0', '\nJob Segment: \n Database, Manufacturing Engineer, Engineer, Semiconductor, Business Intelligence, Technology, Engineering, Science\n \n \n ']"
